1,0.553532742
1,0.637395413
0,0.697179579
0,0.183040545
0,0.390762670
0,0.051665819
0,0.177286165
0,0.117649934
0,0.536745423
0,0.059049222
0,0.310751354
0,0.961602241
0,0.215311916
0,0.824920791
0,0.693267843
0,0.498119846
0,0.020683598
0,0.942591370
0,0.928234671
0,0.248016073
0,0.192176412
0,0.086538281
0,0.704231010
0,0.728706823
0,0.236695300
0,0.604523724
0,0.961761960
0,0.069505303
0,0.691254384
0,0.067227420
0,0.667683658
0,0.681406256
0,0.947080645
0,0.380147554
0,0.262238788
0,0.015652825
0,0.446590434
0,0.205545074
0,0.187404760
0,0.546984383
0,0.569729897
0,0.459041511
0,0.800861501
0,0.859080737
0,0.866705104
0,0.993649030
0,0.481027164
0,0.304741935
0,0.716397978
0,0.309769616
0,0.840046387
0,0.327614956
0,0.950312137
0,0.774911763
0,0.373148013
0,0.803043501
0,0.614746039
0,0.528986892
0,0.081881944
0,0.672433902
0,0.008096162
0,0.128625259
0,0.361042423
0,0.099296927
0,0.971776408
0,0.862948723
0,0.925725091
0,0.099428315
0,0.062447498
0,0.048732483
0,0.538832195
0,0.420888218
0,0.370668846
0,0.212149932
0,0.659804120
0,0.475192393
0,0.523541046
0,0.026360653
0,0.922139700
0,0.862653813
0,0.564211799
0,0.005408871
0,0.438784254
0,0.404199253
0,0.819443118
0,0.843577808
0,0.289376162
0,0.237011705
0,0.081269765
0,0.490556550
0,0.253648379
0,0.932544919
0,0.744441000
0,0.314483144
0,0.275295422
0,0.329737113
0,0.306138990
0,0.887086827
0,0.817438075
0,0.933402571
0,0.714860090
0,0.069789514
0,0.448344802
0,0.874870389
0,0.072876976
0,0.169096797
0,0.593662972
0,0.202099142
0,0.818647057
0,0.180599350
0,0.162786653
0,0.255901482
0,0.106903776
0,0.818016280
0,0.868122297
0,0.614164237
0,0.960268676
0,0.826893847
0,0.687306587
0,0.007352522
0,0.364778895
0,0.200316929
0,0.809201032
0,0.150024578
0,0.039702253
